# ell D_l^TT D_l^EE D_l^BB D_l^TE C_l^kk
4.260000000000000000e+02 1.575037906196347421e+03 1.758293061341056074e+01 4.084475920765455459e-02 -4.111828887655766351e+01 3.612202510655495358e-08
4.270000000000000000e+02 1.579773207626261410e+03 1.747585294858686566e+01 4.098311417923087424e-02 -4.232475603717235657e+01 3.600851857297075227e-08
4.280000000000000000e+02 1.584772346074283405e+03 1.736617766395070106e+01 4.112235460698090289e-02 -4.350446579556612647e+01 3.589553023340878443e-08
4.290000000000000000e+02 1.589961592680013382e+03 1.725390086163737990e+01 4.126248263444298736e-02 -4.465897795245680868e+01 3.578303200488616297e-08
4.300000000000000000e+02 1.595489991742521852e+03 1.713976115772713626e+01 4.140349966052701142e-02 -4.578836713947046633e+01 3.567102575203877822e-08
4.310000000000000000e+02 1.601209566999358458e+03 1.702226943175127971e+01 4.154540632931366662e-02 -4.689122280992451408e+01 3.555952594443703739e-08
4.320000000000000000e+02 1.607046602892189867e+03 1.690216420122789032e+01 4.168820252226101281e-02 -4.796836204213322219e+01 3.544851739729985451e-08
4.330000000000000000e+02 1.613224413318789402e+03 1.678092649622758969e+01 4.183188735304540357e-02 -4.901688903024297161e+01 3.533799766350669334e-08
4.340000000000000000e+02 1.619520779121203532e+03 1.665632448396945264e+01 4.197645916495797158e-02 -5.003984838760403164e+01 3.522797265647105535e-08
4.350000000000000000e+02 1.626010510560020521e+03 1.653058165594745432e+01 4.212191553084972118e-02 -5.103508670018489823e+01 3.511841901524981088e-08
4.360000000000000000e+02 1.632768422274784825e+03 1.640220864008765034e+01 4.226825325562713620e-02 -5.200267814253545140e+01 3.500935933563064912e-08
4.370000000000000000e+02 1.639720820730686455e+03 1.627120113793589340e+01 4.241546838144059223e-02 -5.294121165630374293e+01 3.490077863060289825e-08
4.380000000000000000e+02 1.646794016651777611e+03 1.613829736187664921e+01 4.256355619513473715e-02 -5.385076119131174721e+01 3.479267445390272967e-08
4.390000000000000000e+02 1.654137093691058453e+03 1.600423547238252198e+01 4.271251123829992308e-02 -5.473288569669390569e+01 3.468504435936788592e-08
4.400000000000000000e+02 1.661602114587874439e+03 1.586752589029459770e+01 4.286232731960523679e-02 -5.558468861210246104e+01 3.457789000427081126e-08
4.410000000000000000e+02 1.669263914813164320e+03 1.572890667163350109e+01 4.301299752946993044e-02 -5.640847117148297940e+01 3.447120890479828301e-08
4.420000000000000000e+02 1.676974564953188974e+03 1.558837325744131697e+01 4.316451425663369451e-02 -5.720207908192274004e+01 3.436499449941717209e-08
4.430000000000000000e+02 1.684957420582454233e+03 1.544666359865380834e+01 4.331686920696047743e-02 -5.796632814007432444e+01 3.425924434270016771e-08
4.440000000000000000e+02 1.693064559626613118e+03 1.530377303100303799e+01 4.347005342399435507e-02 -5.869980628615640939e+01 3.415395598931922077e-08
4.450000000000000000e+02 1.701296575966223372e+03 1.515746914995042971e+01 4.362405731102575457e-02 -5.940332897053342265e+01 3.404913103483697100e-08
4.460000000000000000e+02 1.709579810532272631e+03 1.501145999814944609e+01 4.377887065493021868e-02 -6.007548377037469578e+01 3.394476699708803214e-08
4.470000000000000000e+02 1.718063376144473295e+03 1.486425562793833954e+01 4.393448265109859557e-02 -6.071857088139444869e+01 3.384084934586467517e-08
4.480000000000000000e+02 1.726599363593341650e+03 1.471436603886226635e+01 4.409088192961721497e-02 -6.133117748467256547e+01 3.373739973348334109e-08
4.490000000000000000e+02 1.735336891467147325e+03 1.456401399022488796e+01 4.424805658227132926e-02 -6.191189055105670747e+01 3.363439161850260197e-08
4.500000000000000000e+02 1.744202312224831985e+03 1.441319450116897194e+01 4.440599419028965628e-02 -6.246300964564540692e+01 3.353182660921548660e-08
4.510000000000000000e+02 1.753121999931629034e+03 1.426041649585086724e+01 4.456468185255613862e-02 -6.298236657030599872e+01 3.342971822684035825e-08
4.520000000000000000e+02 1.762096663824155485e+03 1.410715542627329988e+01 4.472410621419325993e-02 -6.347219961968157520e+01 3.332805234838102063e-08
4.530000000000000000e+02 1.771275546881151968e+03 1.395340064975750138e+01 4.488425349507419587e-02 -6.393027930955222615e+01 3.322682688533927226e-08
4.540000000000000000e+02 1.780436612725958867e+03 1.379839890907336830e+01 4.504510951824668152e-02 -6.435808871868439951e+01 3.312603974929774374e-08
4.550000000000000000e+02 1.789654851696212745e+03 1.364288202016262375e+01 4.520665973809150084e-02 -6.475562554371252588e+01 3.302569669136118541e-08
4.560000000000000000e+02 1.799079511916230331e+03 1.348609662239015172e+01 4.536888926771139724e-02 -6.511620415409868201e+01 3.292577601284967631e-08
4.570000000000000000e+02 1.808414305373145453e+03 1.332951699132303069e+01 4.553178290584341398e-02 -6.545393039716974215e+01 3.282629910860305554e-08
4.580000000000000000e+02 1.817882738997785054e+03 1.317238966403769673e+01 4.569532516260235711e-02 -6.575023709073163047e+01 3.272725213167019972e-08
4.590000000000000000e+02 1.827411295751258649e+03 1.301544625195480798e+01 4.585950028418729618e-02 -6.602071464076006180e+01 3.262863299434085313e-08
4.600000000000000000e+02 1.837000715718138736e+03 1.285719062870190399e+01 4.602429227633955677e-02 -6.625941884666798387e+01 3.253043960898354736e-08
4.610000000000000000e+02 1.846577483457078415e+03 1.269909686800400550e+01 4.618968492634897838e-02 -6.646708826915026691e+01 3.243267373760247940e-08
4.620000000000000000e+02 1.856216596609596763e+03 1.254041130660213099e+01 4.635566182343858060e-02 -6.663777809810520125e+01 3.233532558209209818e-08
4.630000000000000000e+02 1.865844540767727040e+03 1.238260791969982755e+01 4.652220637750129062e-02 -6.679004777063462939e+01 3.223840456932202224e-08
4.640000000000000000e+02 1.875462058101095863e+03 1.222493294643787287e+01 4.668930183609108775e-02 -6.689418983912294436e+01 3.214190091315875682e-08
4.650000000000000000e+02 1.885069890993947638e+03 1.206737514039749115e+01 4.685693129935512152e-02 -6.697990152689713739e+01 3.204581252665925956e-08
4.660000000000000000e+02 1.894743038192496442e+03 1.190918064513190089e+01 4.702507773321260021e-02 -6.702490034646933736e+01 3.195013732295732321e-08
4.670000000000000000e+02 1.904482242212941856e+03 1.175182324472696216e+01 4.719372398036101451e-02 -6.704403159286447078e+01 3.185487699645002556e-08
4.680000000000000000e+02 1.914139733010317059e+03 1.159529155189066607e+01 4.736285276940945671e-02 -6.702986333703550770e+01 3.176002188682767140e-08
4.690000000000000000e+02 1.923790509158318400e+03 1.143808900857235322e+01 4.753244672171315355e-02 -6.698981454436994909e+01 3.166558121748479089e-08
4.700000000000000000e+02 1.933509569040083534e+03 1.128243182411136303e+01 4.770248835645287538e-02 -6.691645256829056621e+01 3.157154533977721188e-08
4.710000000000000000e+02 1.943000629549854466e+03 1.112830847591606975e+01 4.787296009342065228e-02 -6.680977001895526257e+01 3.147791216750839269e-08
4.720000000000000000e+02 1.952635713555309849e+03 1.097422227267314909e+01 4.804384425405101855e-02 -6.667718475705999026e+01 3.138467961455671439e-08
4.730000000000000000e+02 1.962192793620295561e+03 1.082090416758789431e+01 4.821512306037244872e-02 -6.651126301275022001e+01 3.129184930943169846e-08
4.740000000000000000e+02 1.971746866987553176e+03 1.066908507165570086e+01 4.838677863220031822e-02 -6.631942187964631330e+01 3.119941172610936132e-08
4.750000000000000000e+02 1.981298674320982173e+03 1.051726816696521105e+01 4.855879298254574955e-02 -6.609422680898863689e+01 3.110737588968277567e-08
4.760000000000000000e+02 1.990700443456879384e+03 1.036766940753336996e+01 4.873114801156643722e-02 -6.583789616640886777e+01 3.101573228549574890e-08
4.770000000000000000e+02 2.000027170663502602e+03 1.021879189517318665e+01 4.890382549869594364e-02 -6.556007353883430255e+01 3.092447882807760689e-08
4.780000000000000000e+02 2.009353851908255820e+03 1.007062381789387118e+01 4.907680709383591133e-02 -6.524218472903221766e+01 3.083361343203056003e-08
4.790000000000000000e+02 2.018606970381721112e+03 9.924638450834569525e+00 4.925007430690932220e-02 -6.490872375030167518e+01 3.074314131125626032e-08
4.800000000000000000e+02 2.027787265277673896e+03 9.780081344731057058e+00 4.942360849683916091e-02 -6.454037300882062311e+01 3.065304212177298036e-08
4.810000000000000000e+02 2.036895475578210153e+03 9.636940576916526169e+00 4.959739085933809882e-02 -6.414083392365670022e+01 3.056333564422595415e-08
4.820000000000000000e+02 2.046006596343029742e+03 9.495946752356214660e+00 4.977140241417029459e-02 -6.371603517194923683e+01 3.047400884493893094e-08
4.830000000000000000e+02 2.054898597501913173e+03 9.356345317216193891e+00 4.994562399197665509e-02 -6.326819218427179692e+01 3.038505963914636508e-08
4.840000000000000000e+02 2.063646473899382727e+03 9.218866809966632658e+00 5.012003622069288733e-02 -6.279135176518343542e+01 3.029648594215364992e-08
4.850000000000000000e+02 2.072473732840523553e+03 9.082756612519256478e+00 5.029461951211839504e-02 -6.228698590147768499e+01 3.020828566933714426e-08
4.860000000000000000e+02 2.081158344136941651e+03 8.949487763899560022e+00 5.046935404835490441e-02 -6.175730869563786030e+01 3.012046388795945480e-08
4.870000000000000000e+02 2.089701046401828989e+03 8.818305586453211831e+00 5.064421976882056697e-02 -6.120230611200780402e+01 3.003300062364776214e-08
4.880000000000000000e+02 2.098102578343103232e+03 8.688455374586984803e+00 5.081919635760517168e-02 -6.062122109818692905e+01 2.994591521650921647e-08
4.890000000000000000e+02 2.106437935053635556e+03 8.561410083543748328e+00 5.099426323166439401e-02 -6.001552383165794424e+01 2.985919485474020446e-08
4.900000000000000000e+02 2.114707855547568215e+03 8.437157518211355622e+00 5.116939952992052149e-02 -5.938445634165636022e+01 2.977283745432910263e-08
4.910000000000000000e+02 2.122690310291804963e+03 8.314942896965163754e+00 5.134458410342124940e-02 -5.873097300629004991e+01 2.968684093133325450e-08
4.920000000000000000e+02 2.130683063731765287e+03 8.195496540543631525e+00 5.151979550681917014e-02 -5.805431492491703693e+01 2.960120320187899048e-08
4.930000000000000000e+02 2.138538343060546595e+03 8.077321060956554888e+00 5.169501199128071628e-02 -5.735298016578965985e+01 2.951592218216160136e-08
4.940000000000000000e+02 2.146256888230738241e+03 7.963374425425324254e+00 5.187021149897717148e-02 -5.663066426397269026e+01 2.943099928273279868e-08
4.950000000000000000e+02 2.153765183208134658e+03 7.851416645354553303e+00 5.204537165929518094e-02 -5.588586434454281715e+01 2.934643238988882450e-08
4.960000000000000000e+02 2.161138224716719833e+03 7.742920527834126432e+00 5.222046978696912034e-02 -5.512004730857636048e+01 2.926221591593934878e-08
4.970000000000000000e+02 2.168376753474354246e+03 7.637131177171045060e+00 5.239548288209414095e-02 -5.433245189443174894e+01 2.917834084885352295e-08
4.980000000000000000e+02 2.175481510418665948e+03 7.533293683949901620e+00 5.257038763224149147e-02 -5.352602917683289974e+01 2.909482589166348111e-08
4.990000000000000000e+02 2.182527492922767578e+03 7.433623376620964507e+00 5.274516041673900368e-02 -5.269778925375892698e+01 2.901164817497442052e-08
5.000000000000000000e+02 2.189366929750460713e+03 7.335880198114826278e+00 5.291977731308845911e-02 -5.185216737114527064e+01 2.892881254445446815e-08
5.010000000000000000e+02 2.195926234675621345e+03 7.242280186131683450e+00 5.309421410559973104e-02 -5.098764889312937498e+01 2.884632046478326877e-08
5.020000000000000000e+02 2.202502817440486979e+03 7.152072035753232804e+00 5.326844629634371747e-02 -5.010416821307384794e+01 2.876416360630668428e-08
5.030000000000000000e+02 2.208799966403886629e+03 7.064505165181088842e+00 5.344244911829907491e-02 -4.920387803104009095e+01 2.868235086802544198e-08
5.040000000000000000e+02 2.214892251028432383e+03 6.980314113794998221e+00 5.361619755079793936e-02 -4.828521775954511241e+01 2.860087405297041835e-08
5.050000000000000000e+02 2.221002753031993961e+03 6.900233418880143965e+00 5.378966633704068689e-02 -4.735182427487532664e+01 2.851973181434003998e-08
5.060000000000000000e+02 2.226760503778825750e+03 6.823661004872285218e+00 5.396283000396204232e-02 -4.640139348122922058e+01 2.843892280537469135e-08
5.070000000000000000e+02 2.232462840410730678e+03 6.750291822619550963e+00 5.413566288393919373e-02 -4.543607618769059542e+01 2.835845241394506092e-08
5.080000000000000000e+02 2.237887305718700190e+03 6.681157438658817505e+00 5.430813913860868536e-02 -4.445505248553189404e+01 2.827830580521815809e-08
5.090000000000000000e+02 2.243182723005563730e+03 6.615284505755173683e+00 5.448023278452712032e-02 -4.346121481334756709e+01 2.819849173455960435e-08
5.100000000000000000e+02 2.248200889690272561e+03 6.553333320952601682e+00 5.465191772059178194e-02 -4.245374233501634365e+01 2.811900214925984050e-08
5.110000000000000000e+02 2.253164883404501779e+03 6.494998858634248862e+00 5.482316775701233380e-02 -4.143255631799070926e+01 2.803984571970420359e-08
5.120000000000000000e+02 2.257852243082340465e+03 6.440718666090336164e+00 5.499395664580469800e-02 -4.039906269941141659e+01 2.796101440291060637e-08
5.130000000000000000e+02 2.262411787543896935e+03 6.390261996592004223e+00 5.516425811254953293e-02 -3.935466696504427375e+01 2.788250685264259198e-08
5.140000000000000000e+02 2.266769565323703318e+03 6.343917911219335792e+00 5.533404588922891110e-02 -3.829928902853563955e+01 2.780432172270440415e-08
5.150000000000000000e+02 2.270925879494847777e+03 6.301604205691657690e+00 5.550329374802952243e-02 -3.723284836098308404e+01 2.772646425184690853e-08
5.160000000000000000e+02 2.274881031239822732e+03 6.263387205948435899e+00 5.567197553586818864e-02 -3.615674912081659897e+01 2.764891990577732808e-08
5.170000000000000000e+02 2.278561063419089351e+03 6.229407513728996371e+00 5.584006520945234558e-02 -3.507165247148562770e+01 2.757169721589392450e-08
5.180000000000000000e+02 2.282114785388389464e+03 6.199508727149271259e+00 5.600753687073874165e-02 -3.397821914944652377e+01 2.749478827880706630e-08
5.190000000000000000e+02 2.285542491565875935e+03 6.173905748774227931e+00 5.617436480230179885e-02 -3.287562434494511621e+01 2.741820154368437507e-08
5.200000000000000000e+02 2.288695961250091386e+03 6.152516481183853969e+00 5.634052350285657235e-02 -3.176675564558791010e+01 2.734192911654899536e-08
5.210000000000000000e+02 2.291575483439881737e+03 6.135407366281524055e+00 5.650598772237265532e-02 -3.065152998019584984e+01 2.726596965171178925e-08
5.220000000000000000e+02 2.294255600407267593e+03 6.122793387093111050e+00 5.667073249668030943e-02 -2.952986387543397129e+01 2.719032180352302572e-08
5.230000000000000000e+02 2.296810851274328797e+03 6.114518275805441050e+00 5.683473318135147390e-02 -2.840315858771002411e+01 2.711498422637241369e-08
5.240000000000000000e+02 2.299167259345075763e+03 6.110574309292648998e+00 5.699796548472072649e-02 -2.727207242283493471e+01 2.703996199698177054e-08
5.250000000000000000e+02 2.301176588193305633e+03 6.111102310879166666e+00 5.716040549985573066e-02 -2.613577818093792260e+01 2.696523770523793752e-08
5.260000000000000000e+02 2.303061879007337666e+03 6.116094627088321189e+00 5.732202973508244287e-02 -2.499641853912881473e+01 2.689082924608581944e-08
5.270000000000000000e+02 2.304897656692521650e+03 6.125543641875103695e+00 5.748281514327079067e-02 -2.385465068440001701e+01 2.681672564085040362e-08
5.280000000000000000e+02 2.306387160982331352e+03 6.139441778342440870e+00 5.764273914931433707e-02 -2.271187400926081423e+01 2.674292554433388418e-08
5.290000000000000000e+02 2.307679165058785202e+03 6.158078525439655948e+00 5.780177967604512718e-02 -2.156651730759604746e+01 2.666942127686202689e-08
5.300000000000000000e+02 2.308699669182880825e+03 6.181223620892643211e+00 5.795991516809996524e-02 -2.042220697074201041e+01 2.659623049685710517e-08
5.310000000000000000e+02 2.309745950585656828e+03 6.208795359114733792e+00 5.811712461385731832e-02 -1.927588599627175370e+01 2.652333285569203466e-08
5.320000000000000000e+02 2.310372719620384487e+03 6.241083361597691948e+00 5.827338756527562780e-02 -1.813118012198259166e+01 2.645073334283620887e-08
5.330000000000000000e+02 2.310802988426352385e+03 6.277931759782283905e+00 5.842868415550014211e-02 -1.698800196007829300e+01 2.637843061328261611e-08
5.340000000000000000e+02 2.311036995854582983e+03 6.319407502907934848e+00 5.858299511420741318e-02 -1.584700638153889862e+01 2.630642644632064296e-08
5.350000000000000000e+02 2.311074976155744480e+03 6.365577590840890032e+00 5.873630178078823733e-02 -1.470884796317106513e+01 2.623471947153534656e-08
5.360000000000000000e+02 2.310917158930430560e+03 6.416286306880983226e+00 5.888858611494707240e-02 -1.357343843483213064e+01 2.616329899684755523e-08
5.370000000000000000e+02 2.310638025341879711e+03 6.471600756796424214e+00 5.903983070502067526e-02 -1.244217437682124405e+01 2.609217612367453898e-08
5.380000000000000000e+02 2.310015026841123472e+03 6.531662357836280464e+00 5.919001877421476571e-02 -1.131570954243102634e+01 2.602134327587882814e-08
5.390000000000000000e+02 2.309271147654447304e+03 6.596167046471180129e+00 5.933913418412108121e-02 -1.019469743065375056e+01 2.595079910888688015e-08
5.400000000000000000e+02 2.308332342282963054e+03 6.665553379861515637e+00 5.948716143623466318e-02 -9.079791296535859146e+00 2.588054227816204797e-08
5.410000000000000000e+02 2.307124560514017503e+03 6.739368899803604762e+00 5.963408567110292657e-02 -7.970901599175234331e+00 2.581057757023865664e-08
5.420000000000000000e+02 2.305796516194028300e+03 6.817829515403460938e+00 5.977989266555238518e-02 -6.870166262355708042e+00 2.574089136207451053e-08
5.430000000000000000e+02 2.304199893512331982e+03 6.901002685728765407e+00 5.992456882758901565e-02 -5.777049772813568573e+00 2.567149150589534093e-08
5.440000000000000000e+02 2.302483397045461061e+03 6.988733164938709663e+00 6.006810118951625560e-02 -4.692427284881142135e+00 2.560237055104413823e-08
5.450000000000000000e+02 2.300498701811277442e+03 7.081014284891965715e+00 6.021047739929082099e-02 -3.616802481502695787e+00 2.553353627582047007e-08
5.460000000000000000e+02 2.298394503332261138e+03 7.177616675233010390e+00 6.035168571011462896e-02 -2.551124404118167988e+00 2.546498123802822644e-08
5.470000000000000000e+02 2.296022467707222404e+03 7.278756570956804062e+00 6.049171496856617369e-02 -1.495599363910548263e+00 2.539670409358585196e-08
5.480000000000000000e+02 2.293531281690637115e+03 7.384427507452069328e+00 6.063055460131878960e-02 -4.511760781627578432e-01 2.532870349844741621e-08
5.490000000000000000e+02 2.290846859028774361e+03 7.494623090523134579e+00 6.076819460074135010e-02 5.815384595296779757e-01 2.526097810860257744e-08
5.500000000000000000e+02 2.287969365551722149e+03 7.609336997640559375e+00 6.090462550939933217e-02 1.602056198943849319e+00 2.519352658007662880e-08
5.510000000000000000e+02 2.284973134242121432e+03 7.728564716890550912e+00 6.103983840385024395e-02 2.609856360419385179e+00 2.512634760147492367e-08
5.520000000000000000e+02 2.281709385251396270e+03 7.852308761343611998e+00 6.117382487768312227e-02 3.603930439659619012e+00 2.505944594466281758e-08
5.530000000000000000e+02 2.278326274838726931e+03 7.979088332080507939e+00 6.130657702424978373e-02 4.584128254320769535e+00 2.499280557051671715e-08
5.540000000000000000e+02 2.274749186755596384e+03 8.111878081637321714e+00 6.143808741889762726e-02 5.549705658218539561e+00 2.492644316601375920e-08
5.550000000000000000e+02 2.270977757353214656e+03 8.248454802648616635e+00 6.156834910151444407e-02 6.499918579302042865e+00 2.486034865322522525e-08
5.560000000000000000e+02 2.267011619440155300e+03 8.389565616468809495e+00 6.169735555892792017e-02 7.434691313794441925e+00 2.479451499355749280e-08
5.570000000000000000e+02 2.262924658639259178e+03 8.534472599271097693e+00 6.182510070767049948e-02 8.352314570253303927e+00 2.472895283478371978e-08
5.580000000000000000e+02 2.258642244742878120e+03 8.684665595623254575e+00 6.195157887740525282e-02 9.253455294803499598e+00 2.466365512276881400e-08
5.590000000000000000e+02 2.254164000565599963e+03 8.837921719540164034e+00 6.207678479482578449e-02 1.013744384629550055e+01 2.459862070927405849e-08
5.600000000000000000e+02 2.249638058293597169e+03 8.994988418011931941e+00 6.220071356861177347e-02 1.100286803389202461e+01 2.453385427458148894e-08
5.610000000000000000e+02 2.244767009579813021e+03 9.156613222007170094e+00 6.232336067522634138e-02 1.184980079208594184e+01 2.446934299823962971e-08
5.620000000000000000e+02 2.239921749384234317e+03 9.322801184950249009e+00 6.244472194598534032e-02 1.267757248065254672e+01 2.440509157593930642e-08
5.630000000000000000e+02 2.234879119808589166e+03 9.492072321171761473e+00 6.256479355532250375e-02 1.348774112203927977e+01 2.434110175096381221e-08
5.640000000000000000e+02 2.229712985174839105e+03 9.666659544330805431e+00 6.268357201059464312e-02 1.427518163869631174e+01 2.427736658485849264e-08
5.650000000000000000e+02 2.224348694596922542e+03 9.843597918308081063e+00 6.280105414329674451e-02 1.504367965285119446e+01 2.421389358120907381e-08
5.660000000000000000e+02 2.218860107045296900e+03 1.002512053306834083e+01 6.291723710195061547e-02 1.579033766123148474e+01 2.415067580935348529e-08
5.670000000000000000e+02 2.213246822653867639e+03 1.020974775549080427e+01 6.303211834663226265e-02 1.651597089723870937e+01 2.408771212146777169e-08
5.680000000000000000e+02 2.207508439019010893e+03 1.039897029266590245e+01 6.314569564533478729e-02 1.721916681807815053e+01 2.402500136975624411e-08
5.690000000000000000e+02 2.201570294990467119e+03 1.059205125515685531e+01 6.325796707200481706e-02 1.790222559184816475e+01 2.396254240645145683e-08
5.700000000000000000e+02 2.195580495703957695e+03 1.078825384522418318e+01 6.336893100649791666e-02 1.856002164709373048e+01 2.390033408381421076e-08
5.710000000000000000e+02 2.189390118855479614e+03 1.098832648251159938e+01 6.347858613619243584e-02 1.919485490982889431e+01 2.383837525413354671e-08
5.720000000000000000e+02 2.183073008467321415e+03 1.119153255469095676e+01 6.358693145966594351e-02 1.980679747803280577e+01 2.377666476972674876e-08
5.730000000000000000e+02 2.176703006145908603e+03 1.139787810556479286e+01 6.369396629194261361e-02 2.039369360862479752e+01 2.371520711740106348e-08
5.740000000000000000e+02 2.170205438581695034e+03 1.160811183562427296e+01 6.379969027148979510e-02 2.095710020442362875e+01 2.365398705612105176e-08
5.750000000000000000e+02 2.163579886291391176e+03 1.182075485256029701e+01 6.390410336900585742e-02 2.149486117609679070e+01 2.359302031999623080e-08
5.760000000000000000e+02 2.156900183602896050e+03 1.203729860922608630e+01 6.400720589764578861e-02 2.200853305410570471e+01 2.353229730993760464e-08
5.770000000000000000e+02 2.150017393633369920e+03 1.225700696654882549e+01 6.410899852484651384e-02 2.249670191315303924e+01 2.347181130180646426e-08
5.780000000000000000e+02 2.143079602010991039e+03 1.247914388138842234e+01 6.420948228552449122e-02 2.295869617163858933e+01 2.341157231607907998e-08
5.790000000000000000e+02 2.136086379340956682e+03 1.270520109434136380e+01 6.430865859641868298e-02 2.339532914113044981e+01 2.335157361433473825e-08
5.800000000000000000e+02 2.129037293666391179e+03 1.293370019248743752e+01 6.440652927168574737e-02 2.380444363835841415e+01 2.329181404928595007e-08
5.810000000000000000e+02 2.121709141674857619e+03 1.316464798457734275e+01 6.450309653947323973e-02 2.418833759723683485e+01 2.323229247367238109e-08
5.820000000000000000e+02 2.114398511151237926e+03 1.339879393865932578e+01 6.459836305924424038e-02 2.454485330592421022e+01 2.317300774026085498e-08
5.830000000000000000e+02 2.107030705927770214e+03 1.363540249464293197e+01 6.469233193970194695e-02 2.487331789392739267e+01 2.311396419378680113e-08
5.840000000000000000e+02 2.099605283332077306e+03 1.387448075179782059e+01 6.478500675732744296e-02 2.517528588175793658e+01 2.305514968924651643e-08
5.850000000000000000e+02 2.092121797884057742e+03 1.411603590618621418e+01 6.487639157509692001e-02 2.544934123064888354e+01 2.299657404953983092e-08
5.860000000000000000e+02 2.084505544992514388e+03 1.435933268802712348e+01 6.496649096137534218e-02 2.569555270484001852e+01 2.293822246034400499e-08
5.870000000000000000e+02 2.076904585902420422e+03 1.460586361149100831e+01 6.505531000870544422e-02 2.591398873393994151e+01 2.288011014623458280e-08
5.880000000000000000e+02 2.069169953893729144e+03 1.485415103692336203e+01 6.514285435237734956e-02 2.610323227537355706e+01 2.282222234135345265e-08
5.890000000000000000e+02 2.061375447982624792e+03 1.510494510799632550e+01 6.522913018837306343e-02 2.626483617692339578e+01 2.276456875805178572e-08
5.900000000000000000e+02 2.053520607876104350e+03 1.535676837628665581e+01 6.531414429097689989e-02 2.639812522687372720e+01 2.270714281297073328e-08
5.910000000000000000e+02 2.045679226430765539e+03 1.561185630077990716e+01 6.539790402927105062e-02 2.650242382926601792e+01 2.264994335928185186e-08
5.920000000000000000e+02 2.037776580866639051e+03 1.586724649729959324e+01 6.548041738276427770e-02 2.657705599177472777e+01 2.259296925018277731e-08
5.930000000000000000e+02 2.029812201486902040e+03 1.612591717536097846e+01 6.556169295590562329e-02 2.662431556371236141e+01 2.253621933889719838e-08
5.940000000000000000e+02 2.021711359154204501e+03 1.638564869994922901e+01 6.564173999113175062e-02 2.664129803667256624e+01 2.247969247867488316e-08
5.950000000000000000e+02 2.013622090274386437e+03 1.664570665322174037e+01 6.572056838057481476e-02 2.663029640782033525e+01 2.242339285101925063e-08
5.960000000000000000e+02 2.005618171788216614e+03 1.690906952113482475e+01 6.579818867599712684e-02 2.658914785583833051e+01 2.236730863948068889e-08
5.970000000000000000e+02 1.997550608671796681e+03 1.717129025499490069e+01 6.587461209712433541e-02 2.651940191703796756e+01 2.231144403896316451e-08
5.980000000000000000e+02 1.989641683946160811e+03 1.743609008293484663e+01 6.594985053804681974e-02 2.642037997414431771e+01 2.225580054706760107e-08
5.990000000000000000e+02 1.981593883696575404e+03 1.770199238381621143e+01 6.602391657166223338e-02 2.629288805776358728e+01 2.220037172210902698e-08
6.000000000000000000e+02 1.973480972101923953e+03 1.796900574855835941e+01 6.609682345201038645e-02 2.613550402304189646e+01 2.214516433059999352e-08
6.010000000000000000e+02 1.965376694546859426e+03 1.823713995755246131e+01 6.616858511458993675e-02 2.594902225591950184e+01 2.209017197527056524e-08
6.020000000000000000e+02 1.957280474389298433e+03 1.850492416531918849e+01 6.623921617438499609e-02 2.573270887588485323e+01 2.203539369792598015e-08
6.030000000000000000e+02 1.949117460054785624e+03 1.877460152565438634e+01 6.630873192226328927e-02 2.548878907507142344e+01 2.198082335473276602e-08
6.040000000000000000e+02 1.941109822036455171e+03 1.904395989902399577e+01 6.637714831669964954e-02 2.521503214137084115e+01 2.192647048466052121e-08
6.050000000000000000e+02 1.933034190478274922e+03 1.931375747604614190e+01 6.644448197796029576e-02 2.491217707367490064e+01 2.187232893097840978e-08
6.060000000000000000e+02 1.925038474019152545e+03 1.958400996341467604e+01 6.651075017545839130e-02 2.458021975985860408e+01 2.181840295799826986e-08
6.070000000000000000e+02 1.916825041147754291e+03 1.985473314475982320e+01 6.657597081510217840e-02 2.421915553001210952e+01 2.176468126295497699e-08
6.080000000000000000e+02 1.908838820317763293e+03 2.012594287895069201e+01 6.664016242426631931e-02 2.382897914742898138e+01 2.171116812298769727e-08
6.090000000000000000e+02 1.900930687573289106e+03 2.039616997334250215e+01 6.670334413443264332e-02 2.340968479985845008e+01 2.165786261768178331e-08
6.100000000000000000e+02 1.892951516683993304e+03 2.066617299447068490e+01 6.676553566203306811e-02 2.296126609102863725e+01 2.160476896077347049e-08
6.110000000000000000e+02 1.885049204289469571e+03 2.093671057869526209e+01 6.682675728722260733e-02 2.248445859494784571e+01 2.155187339029047724e-08
6.120000000000000000e+02 1.877223132552327115e+03 2.120779886779803292e+01 6.688702983101156574e-02 2.197999728549066134e+01 2.149919036953139171e-08
6.130000000000000000e+02 1.869324169319366320e+03 2.147574125703600956e+01 6.694637463066292760e-02 2.144564627877559815e+01 2.144671127711067402e-08
6.140000000000000000e+02 1.861574462040167646e+03 2.174500939315407777e+01 6.700481351357184812e-02 2.088288188834037484e+01 2.139443010860268100e-08
6.150000000000000000e+02 1.853824875442371194e+03 2.201264935986016980e+01 6.706236876971674588e-02 2.029243724312130936e+01 2.134235612471592127e-08
6.160000000000000000e+02 1.846149041712861390e+03 2.228090523826598712e+01 6.711906312300765232e-02 1.967430228074237064e+01 2.129048330866688837e-08
6.170000000000000000e+02 1.838620591934042523e+03 2.254830835479681639e+01 6.717491970143273095e-02 1.902846630361991132e+01 2.123881074034316682e-08
