# ell D_l^TT D_l^EE D_l^BB D_l^TE C_l^kk
1.506000000000000000e+03 5.827286881552100795e+02 1.178482245293569797e+01 7.030884111208965392e-02 1.828496046547208431e+00 5.192255042476160043e-09
1.507000000000000000e+03 5.800087324563429547e+02 1.186444910714848611e+01 7.024510268810341129e-02 2.079182025317029670e+00 5.186597492574303985e-09
1.508000000000000000e+03 5.772808637308156676e+02 1.194493022126594362e+01 7.018096957858017959e-02 2.321110593917019571e+00 5.180950712085543224e-09
1.509000000000000000e+03 5.745373928430632304e+02 1.202553948689783780e+01 7.011644952882242765e-02 2.554458741091628848e+00 5.175312212232634206e-09
1.510000000000000000e+03 5.718003319444144381e+02 1.210852097159954610e+01 7.005155043025231010e-02 2.778957030334111344e+00 5.169683207717919437e-09
1.511000000000000000e+03 5.690397126654555677e+02 1.219166348914857601e+01 6.998628031611545119e-02 2.995374719211339798e+00 5.164064907882848391e-09
1.512000000000000000e+03 5.662775449362097788e+02 1.227572621976027989e+01 6.992064735695985300e-02 3.201509916567769842e+00 5.158454831991837180e-09
1.513000000000000000e+03 5.635061351840897714e+02 1.236072589274584388e+01 6.985465985588379390e-02 3.400357765112065778e+00 5.152854190723340388e-09
1.514000000000000000e+03 5.607400657845776095e+02 1.244742190661619397e+01 6.978832624355212066e-02 3.589714561889666644e+00 5.147264189421939428e-09
1.515000000000000000e+03 5.579864926395579232e+02 1.253434607413517021e+01 6.972165507305214116e-02 3.771088504144501474e+00 5.141682355353188149e-09
1.516000000000000000e+03 5.552080171332157761e+02 1.262151542982580388e+01 6.965465501451113817e-02 3.942274060573049965e+00 5.136109895191938170e-09
1.517000000000000000e+03 5.524340705903923663e+02 1.270968966243343523e+01 6.958733484957102533e-02 4.105520155473477040e+00 5.130548010306009116e-09
1.518000000000000000e+03 5.496569556122744871e+02 1.279888598484957818e+01 6.951970346570585102e-02 4.260847103292722871e+00 5.124994235921828734e-09
1.519000000000000000e+03 5.468763999142740886e+02 1.288763656650056966e+01 6.945176985036241590e-02 4.405304043574020945e+00 5.119449774730801584e-09
1.520000000000000000e+03 5.441069820409450131e+02 1.297744390320504770e+01 6.938354308500173373e-02 4.541879688807180848e+00 5.113915824143965228e-09
1.521000000000000000e+03 5.413261520827647928e+02 1.306832543700438087e+01 6.931503233902606975e-02 4.669849010183815707e+00 5.108389927308618855e-09
1.522000000000000000e+03 5.385410623945915631e+02 1.315881355097021022e+01 6.924624686360061898e-02 4.788486048759195590e+00 5.102874497975512639e-09
1.523000000000000000e+03 5.357662908156072490e+02 1.324966837649328433e+01 6.917719598543488335e-02 4.898549039522460014e+00 5.097367084550434666e-09
1.524000000000000000e+03 5.329867126405334830e+02 1.334165010055789047e+01 6.910788910045652378e-02 4.999310160876437870e+00 5.091868883130134249e-09
1.525000000000000000e+03 5.302094800919013551e+02 1.343403383550583285e+01 6.903833566747860639e-02 5.091525784528118770e+00 5.086381084575050168e-09
1.526000000000000000e+03 5.274417455431528197e+02 1.352609473879436663e+01 6.896854520187267745e-02 5.175208788290344586e+00 5.080901245145760975e-09
1.527000000000000000e+03 5.246758103673388405e+02 1.361785057025196899e+01 6.889852726922858495e-02 5.248885994295313218e+00 5.075431765502348464e-09
1.528000000000000000e+03 5.219114019111735843e+02 1.371080424933617081e+01 6.882829147901074751e-02 5.314796107619677024e+00 5.069970207120061017e-09
1.529000000000000000e+03 5.191556735942066325e+02 1.380348847489728215e+01 6.875784747830031296e-02 5.372206655321252633e+00 5.064517759556005172e-09
1.530000000000000000e+03 5.164083537578663936e+02 1.389592109495191963e+01 6.868720494557076228e-02 5.420384238386319886e+00 5.059075607174554467e-09
1.531000000000000000e+03 5.136617457641320925e+02 1.398886253897010512e+01 6.861637358456257330e-02 5.459337096586818205e+00 5.053641319240375663e-09
1.532000000000000000e+03 5.109304305935867205e+02 1.408233068767944829e+01 6.854536311824241390e-02 5.490557673745854572e+00 5.048217283431834272e-09
1.533000000000000000e+03 5.081992875676164658e+02 1.417485830539012071e+01 6.847418328286887512e-02 5.514052370909869438e+00 5.042801074184931720e-09
1.534000000000000000e+03 5.054828994445133503e+02 1.426794840984363155e+01 6.840284382222408532e-02 5.526856424925292721e+00 5.037393874571540407e-09
1.535000000000000000e+03 5.027735731392549496e+02 1.436087632958887639e+01 6.833135448193385086e-02 5.532687224917295588e+00 5.031996862513902452e-09
1.536000000000000000e+03 5.000710423167355998e+02 1.445291738638818124e+01 6.825972500401909782e-02 5.529320754167568630e+00 5.026607620172793503e-09
1.537000000000000000e+03 4.973898931082339345e+02 1.454557457765634965e+01 6.818796512154280676e-02 5.517502344888180588e+00 5.021228522352601402e-09
1.538000000000000000e+03 4.947224360759132651e+02 1.463812319643516346e+01 6.811608455350373625e-02 5.497976433387690598e+00 5.015857156342576099e-09
1.539000000000000000e+03 4.920312806751596213e+02 1.472909595140579420e+01 6.804409299988288529e-02 5.470001440625721578e+00 5.010495891827414139e-09
1.540000000000000000e+03 4.893755709645794241e+02 1.481999577444137195e+01 6.797200013691924447e-02 5.434320028151559789e+00 5.005142321207834594e-09
1.541000000000000000e+03 4.867327706884853455e+02 1.491158300320160102e+01 6.789981561258556786e-02 5.389446291922358689e+00 4.999798809065805703e-09
1.542000000000000000e+03 4.841026221067218671e+02 1.500239025127131498e+01 6.782754904228772974e-02 5.337606268995791048e+00 4.994462952896591546e-09
1.543000000000000000e+03 4.814774435716912535e+02 1.509169265334442578e+01 6.775521000475862032e-02 5.276569757092032908e+00 4.989137112196325566e-09
1.544000000000000000e+03 4.788718321024620082e+02 1.518173554795479063e+01 6.768280803821025149e-02 5.208561072019451288e+00 4.983818889537949813e-09
1.545000000000000000e+03 4.762855353308509052e+02 1.527030884775490982e+01 6.761035263670926720e-02 5.132833430458178192e+00 4.978510639348590267e-09
1.546000000000000000e+03 4.737034515694002721e+02 1.535817265984369584e+01 6.753785324673762525e-02 5.048639208095504927e+00 4.973209969262092549e-09
1.547000000000000000e+03 4.711401836261756557e+02 1.544608703114386294e+01 6.746531926403910584e-02 4.957457635606678181e+00 4.967919228653299946e-09
1.548000000000000000e+03 4.686029107413395423e+02 1.553332681882961808e+01 6.739276003063598974e-02 4.858539432474585418e+00 4.962636030200274110e-09
1.549000000000000000e+03 4.660765373954653796e+02 1.561916681080499636e+01 6.732018483206944626e-02 4.752619628641592264e+00 4.957360947638354915e-09
1.550000000000000000e+03 4.635756727395838652e+02 1.570436684623314250e+01 6.724760289490554210e-02 4.638947323986463367e+00 4.952096320909900366e-09
1.551000000000000000e+03 4.610778038915407819e+02 1.578894413945703334e+01 6.717502338434798437e-02 4.517509437333049327e+00 4.946840357900285355e-09
1.552000000000000000e+03 4.586124150932739667e+02 1.587217332315210783e+01 6.710245540211706716e-02 4.389761434197057888e+00 4.941591864736932606e-09
1.553000000000000000e+03 4.561570173974148474e+02 1.595555664648668603e+01 6.702990798452156118e-02 4.255668932054191167e+00 4.936353179347291547e-09
1.554000000000000000e+03 4.537262523399048746e+02 1.603836858001374210e+01 6.695739010064352681e-02 4.113711659331542592e+00 4.931121933052372501e-09
1.555000000000000000e+03 4.513050613541259963e+02 1.611914093645327029e+01 6.688491065072525721e-02 3.965338841401079950e+00 4.925900458793514167e-09
1.556000000000000000e+03 4.489155164320536642e+02 1.619863311652413174e+01 6.681247846469594298e-02 3.809771274353848103e+00 4.920686392869857785e-09
1.557000000000000000e+03 4.465425639075374988e+02 1.627760441732485575e+01 6.674010230084963247e-02 3.647714149047387888e+00 4.915482063253016946e-09
1.558000000000000000e+03 4.441934294868299276e+02 1.635607146576286297e+01 6.666779084462529092e-02 3.479871937918572744e+00 4.910285111203916238e-09
1.559000000000000000e+03 4.418753414014953478e+02 1.643182308953151960e+01 6.659555270747469224e-02 3.304720719554416153e+00 4.905097859740752009e-09
1.560000000000000000e+03 4.395732535588412588e+02 1.650784593813427392e+01 6.652339642584985391e-02 3.122963566013113645e+00 4.899917955069956589e-09
1.561000000000000000e+03 4.372721224400257825e+02 1.658192860395530133e+01 6.645133046026870105e-02 2.935302867887814138e+00 4.894747715272557390e-09
1.562000000000000000e+03 4.349940352460062059e+02 1.665557236837619115e+01 6.637936319439080579e-02 2.740955222105625921e+00 4.889584791484272647e-09
1.563000000000000000e+03 4.327462305414952084e+02 1.672730813543789452e+01 6.630750293419104824e-02 2.541364257454504116e+00 4.884431496865153726e-09
1.564000000000000000e+03 4.305285238971059130e+02 1.679863692804766728e+01 6.623575790711025424e-02 2.335745272830637820e+00 4.879286649290388820e-09
1.565000000000000000e+03 4.283407335298636553e+02 1.686734682173047872e+01 6.616413626124781344e-02 2.124055500699203236e+00 4.874149071536152524e-09
1.566000000000000000e+03 4.261678290672699632e+02 1.693568112842464757e+01 6.609264606449520574e-02 1.907736683261407995e+00 4.869021069411244495e-09
1.567000000000000000e+03 4.240096340601061797e+02 1.700068508032133252e+01 6.602129530374116484e-02 1.684517148820781518e+00 4.863900306304044590e-09
1.568000000000000000e+03 4.218808259941596930e+02 1.706682938874813615e+01 6.595009188391422195e-02 1.456431500842159998e+00 4.858789083142568300e-09
1.569000000000000000e+03 4.197886594260630773e+02 1.713041642809649900e+01 6.587904362705000738e-02 1.222989057196386176e+00 4.853685068188211598e-09
1.570000000000000000e+03 4.177181147434219497e+02 1.719368891979335601e+01 6.580815827128076723e-02 9.845153958345326251e-01 4.848590557504167911e-09
1.571000000000000000e+03 4.156764519244135272e+02 1.725666174131728781e+01 6.573744346972154595e-02 7.415583193851278399e-01 4.843504377521588776e-09
1.572000000000000000e+03 4.136486567970264900e+02 1.731563679775980447e+01 6.566690678928867320e-02 4.928829511682392694e-01 4.838425359516734430e-09
1.573000000000000000e+03 4.116494204231058234e+02 1.737434145593234192e+01 6.559655570938555114e-02 2.396301001205153047e-01 4.833355792285367278e-09
1.574000000000000000e+03 4.096934366073595584e+02 1.743056241602000256e+01 6.552639762051792882e-02 -1.832228037487986308e-02 4.828293356201843216e-09
1.575000000000000000e+03 4.077508481564735803e+02 1.748654158328299602e+01 6.545643982273149919e-02 -2.807254397589341588e-01 4.823240335236748528e-09
1.576000000000000000e+03 4.058363543884690898e+02 1.753858018980712785e+01 6.538668952398613010e-02 -5.475538649237778888e-01 4.818195561872861645e-09
1.577000000000000000e+03 4.039498061424265529e+02 1.759040491630477732e+01 6.531715383830176413e-02 -8.186339834512772473e-01 4.813157873398627239e-09
1.578000000000000000e+03 4.020910570386861309e+02 1.764054432646791426e+01 6.524783978388895567e-02 -1.093718404218597451e+00 4.808129546576358053e-09
1.579000000000000000e+03 4.002673891146206984e+02 1.768826936387511140e+01 6.517875428104098756e-02 -1.372782926625870203e+00 4.803109417496139871e-09
1.580000000000000000e+03 3.984563847110622987e+02 1.773582103645451724e+01 6.510990414988869490e-02 -1.655655243450931291e+00 4.798096327030245198e-09
1.581000000000000000e+03 3.966727571094492077e+02 1.778098478850482422e+01 6.504129610810305273e-02 -1.942163437336149823e+00 4.793092544767930451e-09
1.582000000000000000e+03 3.949312224197442447e+02 1.782451612277688113e+01 6.497293676833891529e-02 -2.232210220912124843e+00 4.788096910388959893e-09
1.583000000000000000e+03 3.932019458441561710e+02 1.786494266011813892e+01 6.490483263559823635e-02 -2.525624408063056769e+00 4.783108268331953884e-09
1.584000000000000000e+03 3.915145004416834240e+02 1.790524719918269270e+01 6.483699010449534006e-02 -2.822383666338474484e+00 4.778128881048108866e-09
1.585000000000000000e+03 3.898390571434819094e+02 1.794395696370986570e+01 6.476941545630608699e-02 -3.122168963015986343e+00 4.773156455214604683e-09
1.586000000000000000e+03 3.882051947690385418e+02 1.797959897487387693e+01 6.470211485598491297e-02 -3.424847214194681300e+00 4.768193248543272545e-09
1.587000000000000000e+03 3.865979412931193337e+02 1.801441286120792995e+01 6.463509434902345308e-02 -3.730523247548802601e+00 4.763238106657798905e-09
1.588000000000000000e+03 3.850246044884449361e+02 1.804692523110565716e+01 6.456835985821772483e-02 -4.038871479371338502e+00 4.758289879902163143e-09
1.589000000000000000e+03 3.834702181940265291e+02 1.807789017040299484e+01 6.450191718035760968e-02 -4.349707670912080104e+00 4.753350818907993650e-09
1.590000000000000000e+03 3.819420960840839143e+02 1.810657642754388874e+01 6.443577198284849983e-02 -4.662914655264988717e+00 4.748419772842181869e-09
1.591000000000000000e+03 3.804549804374529458e+02 1.813373766133295106e+01 6.436992980023127642e-02 -4.978330936059495393e+00 4.743496725086293754e-09
1.592000000000000000e+03 3.789864884073681424e+02 1.815938475127821405e+01 6.430439603071773369e-02 -5.295735819210517725e+00 4.738580530674176262e-09
1.593000000000000000e+03 3.775513682915081404e+02 1.818278579552750784e+01 6.423917593261821435e-02 -5.615257805232255706e+00 4.733673430850702351e-09
1.594000000000000000e+03 3.761346689271619539e+02 1.820469379640131180e+01 6.417427462085674439e-02 -5.936505773995595980e+00 4.728774279480251027e-09
1.595000000000000000e+03 3.747585703363772609e+02 1.822511897102551970e+01 6.410969706338315310e-02 -6.259163017559322917e+00 4.723881935094151004e-09
1.596000000000000000e+03 3.734155531209353853e+02 1.824258618706706869e+01 6.404544807766847370e-02 -6.583358504205367723e+00 4.718998631937081464e-09
1.597000000000000000e+03 3.720906753569886405e+02 1.825859033607538606e+01 6.398153232723872985e-02 -6.908850042433594574e+00 4.714123227376579283e-09
1.598000000000000000e+03 3.707987007391927250e+02 1.827239839443262426e+01 6.391795431823965590e-02 -7.235321288671485718e+00 4.709254583424515927e-09
1.599000000000000000e+03 3.695321192241585777e+02 1.828476223441539261e+01 6.385471839610833145e-02 -7.562901523704638862e+00 4.704394927359302786e-09
1.600000000000000000e+03 3.682982751730412474e+02 1.829569093537050151e+01 6.379182874230028555e-02 -7.891348816583836800e+00 4.699543120034655071e-09
1.601000000000000000e+03 3.670896777230782959e+02 1.830444995075125192e+01 6.372928937114410997e-02 -8.220422701618705474e+00 4.694699145254656803e-09
1.602000000000000000e+03 3.658988906178825005e+02 1.831030117426019643e+01 6.366710412685641640e-02 -8.549962656568057540e+00 4.689861871755876585e-09
1.603000000000000000e+03 3.647556217813751118e+02 1.831473312164907696e+01 6.360527668065650564e-02 -8.880180870952534278e+00 4.685033520112962956e-09
1.604000000000000000e+03 3.636301773501063508e+02 1.831700638662900360e+01 6.354381052807175911e-02 -9.210992509327056155e+00 4.680212958333806230e-09
1.605000000000000000e+03 3.625374204337975357e+02 1.831786645264883973e+01 6.348270898642681404e-02 -9.541198875166131188e+00 4.675400172332821730e-09
1.606000000000000000e+03 3.614699404989335108e+02 1.831657344229892814e+01 6.342197519251910331e-02 -9.872200206015063984e+00 4.670594035853409664e-09
1.607000000000000000e+03 3.604277558752430082e+02 1.831387236684130571e+01 6.336161210050372805e-02 -1.020331751241451101e+01 4.665796760293716738e-09
1.608000000000000000e+03 3.594108881349004037e+02 1.830976543836720438e+01 6.330162247997207781e-02 -1.053312917310564956e+01 4.661007218253839759e-09
1.609000000000000000e+03 3.584342133443032026e+02 1.830202694458228763e+01 6.324200891434023086e-02 -1.086318373027373774e+01 4.656225395648357005e-09
1.610000000000000000e+03 3.574829083132780738e+02 1.829288631121990960e+01 6.318277379941754368e-02 -1.119280193483766261e+01 4.651450170775983750e-09
1.611000000000000000e+03 3.565495787165907586e+02 1.828234503958246293e+01 6.312391934223643419e-02 -1.152130441679368822e+01 4.646683745917394129e-09
1.612000000000000000e+03 3.556565359626380882e+02 1.826891926921019760e+01 6.306544756017787301e-02 -1.184949679312131110e+01 4.641924998235351998e-09
1.613000000000000000e+03 3.547741153092205764e+02 1.825409515317721088e+01 6.300736028034552294e-02 -1.217669940075960255e+01 4.637173913644598589e-09
1.614000000000000000e+03 3.539320602263054525e+02 1.823787348351356741e+01 6.294965913919539635e-02 -1.250297496716243728e+01 4.632429374969878740e-09
1.615000000000000000e+03 3.531155636307063332e+02 1.821951225425229737e+01 6.289234558249875984e-02 -1.282764346844110115e+01 4.627693575433011343e-09
1.616000000000000000e+03 3.523172472426201693e+02 1.819901178710001588e+01 6.283542086550200634e-02 -1.315076723760286370e+01 4.622965396730090511e-09
1.617000000000000000e+03 3.515520128139825147e+02 1.817711473222932739e+01 6.277888605345362250e-02 -1.347240838539431351e+01 4.618244824776024570e-09
1.618000000000000000e+03 3.508124883536132188e+02 1.815307838169104926e+01 6.272274202232201723e-02 -1.379262878375813806e+01 4.613531845485756582e-09
1.619000000000000000e+03 3.500838793491486740e+02 1.812690235794411464e+01 6.266698945988016800e-02 -1.411149004941224661e+01 4.608825347300730021e-09
1.620000000000000000e+03 3.494033737357678433e+02 1.809932861500066181e+01 6.261162886695535723e-02 -1.442831096505992505e+01 4.604127512200953255e-09
1.621000000000000000e+03 3.487413318617427080e+02 1.806887118968371553e+01 6.255666055904110512e-02 -1.474315258824009689e+01 4.599437227508262600e-09
1.622000000000000000e+03 3.481052452008552791e+02 1.803775670299451761e+01 6.250208466809346886e-02 -1.505607567282631187e+01 4.594754479137772345e-09
1.623000000000000000e+03 3.474877569367473598e+02 1.800449873658662980e+01 6.244790114457333952e-02 -1.536714065318343891e+01 4.590079253004632352e-09
1.624000000000000000e+03 3.469037900442785372e+02 1.796983833434345001e+01 6.239410975978702811e-02 -1.567492250349067717e+01 4.585410443121983619e-09
1.625000000000000000e+03 3.463459934929895212e+02 1.793228862905590759e+01 6.234071010835559590e-02 -1.598096609723950579e+01 4.580750220318097344e-09
1.626000000000000000e+03 3.458070190727835893e+02 1.789407534419688872e+01 6.228770161096770785e-02 -1.628458825441539659e+01 4.576097477495477317e-09
1.627000000000000000e+03 3.452869469669487898e+02 1.785296860828881194e+01 6.223508351727962545e-02 -1.658510541387138915e+01 4.571452200569439660e-09
1.628000000000000000e+03 3.447932856976635208e+02 1.781119370686067427e+01 6.218285490899367468e-02 -1.688331874340208216e+01 4.566814375455341027e-09
1.629000000000000000e+03 3.443261208191387936e+02 1.776726289699102068e+01 6.213101470311937352e-02 -1.717780131252605358e+01 4.562183988068576953e-09
1.630000000000000000e+03 3.438855404835594527e+02 1.772191590943298678e+01 6.207956165532704101e-02 -1.747009601548461433e+01 4.557559939049532944e-09
1.631000000000000000e+03 3.434493585050036586e+02 1.767440713831770438e+01 6.202849436348752826e-02 -1.775877505696485414e+01 4.552944385962098101e-09
1.632000000000000000e+03 3.430547961715234351e+02 1.762473333093249295e+01 6.197781127124456918e-02 -1.804463787555424403e+01 4.548336228346668190e-09
1.633000000000000000e+03 3.426796721805806669e+02 1.757437615256993624e+01 6.192751067175527452e-02 -1.832699831743433805e+01 4.543735452118803353e-09
1.634000000000000000e+03 3.423389356980384264e+02 1.752184681394447452e+01 6.187759071138733413e-02 -1.860591231032035608e+01 4.539142043194105090e-09
1.635000000000000000e+03 3.420029844159123513e+02 1.746862657367279326e+01 6.182804939353517271e-02 -1.888143528765369794e+01 4.534555987488212952e-09
1.636000000000000000e+03 3.416941976090929529e+02 1.741174111581463535e+01 6.177888458244995551e-02 -1.915287961305364206e+01 4.529977270916808675e-09
1.637000000000000000e+03 3.414052541912463425e+02 1.735489898997072089e+01 6.173009400704017324e-02 -1.942178481753459707e+01 4.525404801771901921e-09
1.638000000000000000e+03 3.411288351451102585e+02 1.729661061393465715e+01 6.168167526467804862e-02 -1.968597708699474325e+01 4.520840722302740726e-09
1.639000000000000000e+03 3.408873259523917341e+02 1.723612877639570584e+01 6.163362582497999148e-02 -1.994625231248166841e+01 4.516283939713614578e-09
1.640000000000000000e+03 3.406585602734757572e+02 1.717419120218961837e+01 6.158594303350307941e-02 -2.020340582824012898e+01 4.511734439920369824e-09
1.641000000000000000e+03 3.404426505021529010e+02 1.711079286759493812e+01 6.153862411540165361e-02 -2.045600471254722308e+01 4.507192208838890033e-09
1.642000000000000000e+03 3.402545620705582792e+02 1.704592856567218462e+01 6.149166617898773474e-02 -2.070335802633925226e+01 4.502657232385101787e-09
1.643000000000000000e+03 3.400795596295187124e+02 1.698107803414376704e+01 6.144506621915803157e-02 -2.094774448963461566e+01 4.498129496474971373e-09
1.644000000000000000e+03 3.399177607294898280e+02 1.691252289581255042e+01 6.139882112076124748e-02 -2.118921453325699389e+01 4.493608987024503955e-09
1.645000000000000000e+03 3.397767101272552281e+02 1.684322766151733930e+01 6.135292766175209217e-02 -2.142484772586195874e+01 4.489094620966126027e-09
1.646000000000000000e+03 3.396491028435527255e+02 1.677318642062352438e+01 6.130738251630975244e-02 -2.165617838877078327e+01 4.484588523255433142e-09
1.647000000000000000e+03 3.395499122217761396e+02 1.670165053154782342e+01 6.126218225769023557e-02 -2.188176996111401706e+01 4.480089609750952155e-09
1.648000000000000000e+03 3.394644104878906319e+02 1.662861374981575580e+01 6.121732336100224603e-02 -2.210464061528783475e+01 4.475597866368853668e-09
1.649000000000000000e+03 3.393927224366847213e+02 1.655481223115118894e+01 6.117280220575329469e-02 -2.232260993522520209e+01 4.471113279025349640e-09
1.650000000000000000e+03 3.393349741194659259e+02 1.647875428459711600e+01 6.112861507828828284e-02 -2.253498196998413405e+01 4.466635833636687599e-09
1.651000000000000000e+03 3.392913022540364523e+02 1.640266005084566103e+01 6.108475817396155638e-02 -2.274402855956398994e+01 4.462165516180918700e-09
1.652000000000000000e+03 3.392693082027657852e+02 1.632354828095508381e+01 6.104122759921899039e-02 -2.294681576736104134e+01 4.457702312883163848e-09
1.653000000000000000e+03 3.392543270028793359e+02 1.624437725152863266e+01 6.099801937340916524e-02 -2.314411999398851449e+01 4.453246210030342612e-09
1.654000000000000000e+03 3.392539715899450812e+02 1.616513484278066315e+01 6.095512943048678189e-02 -2.333894463523794016e+01 4.448797193909412611e-09
1.655000000000000000e+03 3.392758558688415746e+02 1.608432366681243408e+01 6.091255362050257416e-02 -2.352612419977286251e+01 4.444355250807371168e-09
1.656000000000000000e+03 3.393053177864704253e+02 1.600193132091979820e+01 6.087028771093869889e-02 -2.370940323964603635e+01 4.439920367011255311e-09
1.657000000000000000e+03 3.393351217812048617e+02 1.591868782843376273e+01 6.082832738783953280e-02 -2.388732765614015463e+01 4.435492528808140119e-09
1.658000000000000000e+03 3.393951612340459292e+02 1.583383795459460686e+01 6.078666825683080865e-02 -2.406067031843244663e+01 4.431070667308657830e-09
1.659000000000000000e+03 3.394633509214447145e+02 1.574811145996067374e+01 6.074530584398763616e-02 -2.422797568258253520e+01 4.426656880203236469e-09
1.660000000000000000e+03 3.395324575947289532e+02 1.566223797885295355e+01 6.070423559648970013e-02 -2.439001516084366017e+01 4.422250097550612468e-09
1.661000000000000000e+03 3.396249511860610824e+02 1.557471933533662245e+01 6.066345288326341345e-02 -2.454755942879671693e+01 4.417850305638021379e-09
1.662000000000000000e+03 3.397187485158369782e+02 1.548702748424074294e+01 6.062295299544172983e-02 -2.469989329530607236e+01 4.413457490752735148e-09
1.663000000000000000e+03 3.398288951264230491e+02 1.539840657721758177e+01 6.058273114672275972e-02 -2.484555826029700398e+01 4.409071639182070391e-09
1.664000000000000000e+03 3.399407346171151971e+02 1.530810065384265783e+01 6.054278247369188765e-02 -2.498606532285358384e+01 4.404692737213380119e-09
1.665000000000000000e+03 3.400693136051925194e+02 1.521758133275698022e+01 6.050310203602136949e-02 -2.512143960213605709e+01 4.400320771134054567e-09
1.666000000000000000e+03 3.402074023129288776e+02 1.512609244035262357e+01 6.046368481668342593e-02 -2.525244802111696174e+01 4.395955727231527809e-09
1.667000000000000000e+03 3.403477714054146759e+02 1.503436282700302584e+01 6.042452572208719536e-02 -2.537614392813460285e+01 4.391597591793267835e-09
1.668000000000000000e+03 3.405054688290347826e+02 1.494163612083892367e+01 6.038561958223530313e-02 -2.549552040626290861e+01 4.387246351106783994e-09
1.669000000000000000e+03 3.406658404004443810e+02 1.484864098157122214e+01 6.034696115084837303e-02 -2.560837183299672759e+01 4.382901991459626992e-09
1.670000000000000000e+03 3.408290835208751446e+02 1.475462085436150517e+01 6.030854510556667852e-02 -2.571546206525096778e+01 4.378564499139383932e-09
1.671000000000000000e+03 3.410102471406043492e+02 1.465956166124114013e+01 6.027036604817603144e-02 -2.581829674967273647e+01 4.374233860433679142e-09
1.672000000000000000e+03 3.411946779734215625e+02 1.456419180507947786e+01 6.023241850487335430e-02 -2.591466794576517430e+01 4.369910061630183270e-09
1.673000000000000000e+03 3.413751485859165200e+02 1.446775448610168269e+01 6.019469692666019195e-02 -2.600533718682179440e+01 4.365593089016596743e-09
1.674000000000000000e+03 3.415741342364283355e+02 1.437246308095636849e+01 6.015719568979321918e-02 -2.609032266617019857e+01 4.361282928880668792e-09
1.675000000000000000e+03 3.417621309634870954e+02 1.427533295933316815e+01 6.011990909639900599e-02 -2.616964179872408991e+01 4.356979567510180080e-09
1.676000000000000000e+03 3.419690399235900031e+02 1.417709223812989450e+01 6.008283137517605316e-02 -2.624331122034233843e+01 4.352682991192953457e-09
1.677000000000000000e+03 3.421802086031605654e+02 1.407995409816905585e+01 6.004595668228302624e-02 -2.631134678749406319e+01 4.348393186216851478e-09
1.678000000000000000e+03 3.423809845295444916e+02 1.398093372596288653e+01 6.000927910237123519e-02 -2.637376357722879661e+01 4.344110138869775574e-09
1.679000000000000000e+03 3.425938433559071541e+02 1.388298675552600869e+01 5.997279264979765712e-02 -2.643057588745064379e+01 4.339833835439662747e-09
1.680000000000000000e+03 3.428115581949083435e+02 1.378387083523453782e+01 5.993649127003652932e-02 -2.648105467499531329e+01 4.335564262214495491e-09
1.681000000000000000e+03 3.430343277010418888e+02 1.368357125723009560e+01 5.990036884129839451e-02 -2.652595524400945592e+01 4.331301405482291872e-09
1.682000000000000000e+03 3.432474991515375109e+02 1.358430096186709513e+01 5.986441917629637538e-02 -2.656677468463092850e+01 4.327045251531108832e-09
1.683000000000000000e+03 3.434735477757426452e+02 1.348530260470104025e+01 5.982863602434376760e-02 -2.660055393696951498e+01 4.322795786649042188e-09
1.684000000000000000e+03 3.436978204579115186e+02 1.338507624851582634e+01 5.979301307355530670e-02 -2.662953110538702006e+01 4.318552997124229121e-09
1.685000000000000000e+03 3.439279406883472916e+02 1.328509218038727013e+01 5.975754395334344909e-02 -2.665297327307595765e+01 4.314316869244843205e-09
1.686000000000000000e+03 3.441566803878573069e+02 1.318533554128004859e+01 5.972222223713698902e-02 -2.666940419193603162e+01 4.310087389299100200e-09
1.687000000000000000e+03 3.443768111055028385e+02 1.308430633067511550e+01 5.968704144527803984e-02 -2.668105966024751297e+01 4.305865568957485719e-09
1.688000000000000000e+03 3.446108064646367666e+02 1.298421734872400890e+01 5.965199504820717369e-02 -2.668794702564081689e+01 4.301649342740522456e-09
1.689000000000000000e+03 3.448291602322452150e+02 1.288431113842670861e+01 5.961707646984139991e-02 -2.668784518836132591e+01 4.297439723323649331e-09
1.690000000000000000e+03 3.450469193866215392e+02 1.278383024032912019e+01 5.958227909117388976e-02 -2.668298766732861793e+01 4.293236696995235133e-09
1.691000000000000000e+03 3.452717046834261510e+02 1.268424488473625367e+01 5.954759625405583318e-02 -2.667337954148923274e+01 4.289040250043685047e-09
1.692000000000000000e+03 3.454962849701954610e+02 1.258331249643683769e+01 5.951302126525165326e-02 -2.665754001646205751e+01 4.284850368757446444e-09
1.693000000000000000e+03 3.457134283743845913e+02 1.248324588693517967e+01 5.947854740058953343e-02 -2.663621524147522024e+01 4.280667039425004745e-09
1.694000000000000000e+03 3.459233278650471561e+02 1.238403019668555594e+01 5.944416790936015577e-02 -2.661089318909353452e+01 4.276490248334880941e-09
1.695000000000000000e+03 3.461410268132636929e+02 1.228342289982467328e+01 5.940987601887283420e-02 -2.657860572273533961e+01 4.272319981775640690e-09
1.696000000000000000e+03 3.463518651764572382e+02 1.218437943389747069e+01 5.937566493912466159e-02 -2.654232447697744490e+01 4.268156226035886046e-09
1.697000000000000000e+03 3.465486075567355329e+02 1.208465732957134087e+01 5.934152786761019011e-02 -2.650056498814674200e+01 4.263998967404257112e-09
